survey_year,island,site_id,site_name,state,ecoregion,n_sites,live_coral_cover_pct,lcc_prev,years_since_prev,lcc_change,lcc_change_rate,region_avg_lcc_pct,island_vs_region_pct,grp_other,grp_available_substrate,grp_sand,grp_disturbance_indicators,grp_pollution_indicators,fish_butterflyfish,fish_snapper,fish_parrotfish,fish_grouper,fish_sweetlips,fish_moray_eel,inv_diadema_urchin,inv_sea_cucumber,inv_giant_clam,inv_crown_of_thorns,cot_outbreak,grazer_ratio,n_highvalue_fish_absent,n_curio_inverts_absent,impact_anchor,impact_nets,impact_trash,impact_bleaching,impact_cot,confidence,substrate6_source,fish_source,n_sites_source
2017,Besar,BESAR_S08,Besar Reef Site 08,Johor,Sunda Shelf,1,46.9768,42.3571,1,4.6197,4.6197,52.0881,-5.0331,1.8997,21.457,9.4007,8.6891,11.5767,7.4334,2.6571,1.4492,0.9483,0.9513,0.0756,62.0606,0.0127,0.1065,0.031,0,0.03,3,3,1,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Besar,BESAR_S08,Besar Reef Site 08,Johor,Sunda Shelf,1,45.9948,46.9768,2,-0.9820,-0.4910,52.9643,-7.5763,1.886,21.5851,9.1141,10.8191,10.6008,7.7792,1.8379,1.0478,0.9378,0.6224,0.086,50.7201,0.0576,0.0795,0.0534,0,0.0391,3,3,0,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Besar,BESAR_S08,Besar Reef Site 08,Johor,Sunda Shelf,1,42.6941,45.9948,1,-3.3007,-3.3007,52.6804,-10.8062,1.2658,22.1085,11.2106,12.9671,9.754,10.1641,2.2596,2.0503,0.8938,0.3876,0.1734,65.8977,0.0074,0.1281,0.0825,0,0.0456,3,3,0,0,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2021,Besar,BESAR_S08,Besar Reef Site 08,Johor,Sunda Shelf,1,43.6886,42.6941,1,0.9945,0.9945,51.7237,-7.1799,1.8959,22.8089,9.4994,10.1868,11.9204,9.1371,2.0693,1.6652,0.995,0.7837,0.0732,48.1856,0.0213,0.1491,0.0946,0,0.0453,3,3,0,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Besar,BESAR_S08,Besar Reef Site 08,Johor,Sunda Shelf,1,42.628,43.6886,1,-1.0606,-1.0606,51.6032,-9.3989,1.5145,22.1158,10.9377,12.0121,10.792,8.265,1.4945,1.7346,1.0819,0.6951,0.1236,66.1865,0.0647,0.0937,0.0684,0,0.0451,3,3,0,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Besar,BESAR_S08,Besar Reef Site 08,Johor,Sunda Shelf,1,38.9547,42.6280,1,-3.6733,-3.6733,51.9329,-11.4969,0.9346,18.2442,13.3381,17.9436,10.5848,7.3851,1.6577,2.6313,1.3389,0.7353,0.1284,46.804,0.0499,0.0585,0.0735,0,0.0546,3,3,1,0,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Besar,BESAR_S08,Besar Reef Site 08,Johor,Sunda Shelf,1,43.5071,38.9547,1,4.5524,4.5524,52.8270,-8.2227,1.9501,22.142,9.9883,12.4786,9.9338,8.3712,1.952,1.9177,0.8511,0.5947,0.1754,62.562,0.1179,0.0886,0.0873,0,0.0421,3,3,0,0,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Besar,BESAR_S08,Besar Reef Site 08,Johor,Sunda Shelf,1,40.7764,43.5071,1,-2.7307,-2.7307,51.8995,-8.9401,1.8612,21.3753,10.0301,13.7219,12.2351,7.1332,1.6281,1.9914,0.9033,0.6815,0.1323,58.887,0.0407,0.0989,0.0419,0,0.0405,3,3,0,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2012,Besar,BESAR_S09,Besar Reef Site 09,Johor,Sunda Shelf,1,42.8926,,,,,51.9699,-12.6453,2.4325,18.3301,11.6063,12.7527,11.9858,8.262,4.8251,1.3508,0.6037,0.4245,0.079,89.1474,0.0107,0.0867,0.0678,0,0.04,3,3,0,0,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Besar,BESAR_S09,Besar Reef Site 09,Johor,Sunda Shelf,1,44.8579,42.8926,1,1.9653,1.9653,51.5112,-9.5714,2.2038,16.0159,10.9436,15.0103,10.9684,6.1658,3.4464,2.0605,1.2253,0.8736,0.085,49.3835,0.0021,0.0595,0.0111,0,0.0845,3,3,1,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2014,Besar,BESAR_S09,Besar Reef Site 09,Johor,Sunda Shelf,1,46.8062,44.8579,1,1.9483,1.9483,52.0935,-7.1813,2.8166,16.7233,10.7192,13.2454,9.6893,6.6126,2.5992,1.5634,0.6913,0.5485,0.0698,73.1306,0.0272,0.0899,0.0324,0,0.0529,3,3,0,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2015,Besar,BESAR_S09,Besar Reef Site 09,Johor,Sunda Shelf,1,45.1257,46.8062,1,-1.6805,-1.6805,51.7327,-10.1011,2.9008,16.5169,12.2354,13.7291,9.492,7.3778,2.582,1.888,0.9803,0.6116,0.0635,56.833,0.033,0.058,0.0361,0,0.0822,3,3,0,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2016,Besar,BESAR_S09,Besar Reef Site 09,Johor,Sunda Shelf,1,47.1506,45.1257,1,2.0249,2.0249,51.9367,-9.1672,3.2156,18.2633,10.6683,11.7177,8.9845,6.1572,2.5063,1.277,0.8268,0.4512,0.0482,65.04,0.0169,0.0391,0.0648,0,0.064,3,3,0,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Besar,BESAR_S09,Besar Reef Site 09,Johor,Sunda Shelf,1,48.3146,47.1506,1,1.1640,1.1640,52.0881,-5.0331,3.3536,18.4619,11.4626,9.697,8.7103,6.825,4.5383,1.3239,0.8455,0.8215,0.0462,77.1178,0.0082,0.0953,0.0322,0,0.041,3,3,0,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Besar,BESAR_S09,Besar Reef Site 09,Johor,Sunda Shelf,1,47.8771,48.3146,2,-0.4375,-0.2188,52.9643,-7.5763,2.7542,15.9804,13.3658,10.1558,9.8668,6.1463,2.5855,1.0245,0.9178,0.7832,0.0595,64.9264,0.0235,0.0514,0.0454,0,0.0591,3,3,0,0,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Besar,BESAR_S09,Besar Reef Site 09,Johor,Sunda Shelf,1,44.1606,47.8771,1,-3.7165,-3.7165,52.6804,-10.8062,2.0317,16.8636,12.8383,14.5546,9.5512,6.8396,3.7999,1.9041,0.8808,0.4538,0.0841,69.3467,0.0032,0.1078,0.0786,0,0.064,3,3,0,0,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2021,Besar,BESAR_S09,Besar Reef Site 09,Johor,Sunda Shelf,1,46.1591,44.1606,1,1.9985,1.9985,51.7237,-7.1799,3.7687,17.5762,11.4101,11.2761,9.8099,6.694,3.717,1.2169,0.9098,0.6269,0.0441,59.6847,0.0098,0.1074,0.0803,0,0.0673,3,3,0,0,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Besar,BESAR_S09,Besar Reef Site 09,Johor,Sunda Shelf,1,47.5847,46.1591,1,1.4256,1.4256,51.6032,-9.3989,2.1688,16.8854,12.8505,11.7612,8.7494,6.3931,2.4953,1.3517,0.943,0.7786,0.071,67.0169,0.025,0.0771,0.0682,0,0.0858,3,3,0,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Besar,BESAR_S09,Besar Reef Site 09,Johor,Sunda Shelf,1,42.9797,47.5847,1,-4.6050,-4.6050,51.9329,-11.4969,1.6937,14.8285,14.7874,15.2998,10.4108,6.4524,2.5909,2.0942,1.0006,0.6395,0.0804,53.5813,0.0214,0.0542,0.0756,0,0.0683,3,3,0,0,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Besar,BESAR_S09,Besar Reef Site 09,Johor,Sunda Shelf,1,48.2718,42.9797,1,5.2921,5.2921,52.8270,-8.2227,2.6919,17.7507,11.7405,11.2696,8.2754,5.7873,3.3726,1.2835,0.7399,0.6637,0.1149,67.5368,0.0419,0.0927,0.0809,0,0.0706,3,3,0,0,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Besar,BESAR_S09,Besar Reef Site 09,Johor,Sunda Shelf,1,44.9137,48.2718,1,-3.3581,-3.3581,51.8995,-8.9401,3.0573,17.255,13.2398,12.1605,9.3737,5.9857,3.1406,1.9358,0.8495,0.6007,0.069,62.0161,0.0181,0.0696,0.0384,0,0.0717,3,3,0,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2012,Besar,BESAR_S10,Besar Reef Site 10,Johor,Sunda Shelf,1,40.1045,,,,,51.9699,-12.6453,1.829,21.1322,14.5513,11.4995,10.8835,11.0139,3.6522,2.1168,0.6086,0.6099,0.0588,49.3155,0.0184,0.067,0.0847,0,0.0283,3,3,0,0,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Besar,BESAR_S10,Besar Reef Site 10,Johor,Sunda Shelf,1,41.2614,40.1045,1,1.1569,1.1569,51.5112,-9.5714,1.6736,18.2391,14.6957,12.6325,11.4977,7.4085,2.5919,2.0132,0.9821,1.0578,0.0645,31.8481,0.0037,0.0557,0.0116,0,0.0483,3,3,0,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2014,Besar,BESAR_S10,Besar Reef Site 10,Johor,Sunda Shelf,1,45.6939,41.2614,1,4.4325,4.4325,52.0935,-7.1813,1.9225,18.4537,13.0408,11.5662,9.323,11.101,2.4568,2.5748,0.6647,0.6304,0.0562,43.5979,0.0527,0.0854,0.032,0,0.0361,3,3,0,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2015,Besar,BESAR_S10,Besar Reef Site 10,Johor,Sunda Shelf,1,45.0063,45.6939,1,-0.6876,-0.6876,51.7327,-10.1011,2.2035,17.2944,15.807,9.7622,9.9266,7.8044,1.9071,2.2645,0.9477,1.0329,0.0509,32.3169,0.0438,0.0591,0.0337,0,0.0521,3,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2016,Besar,BESAR_S10,Besar Reef Site 10,Johor,Sunda Shelf,1,44.112,45.0063,1,-0.8943,-0.8943,51.9367,-9.1672,2.2507,21.9275,12.695,9.3262,9.6887,7.3417,2.167,2.1361,0.8301,0.6446,0.0386,41.8058,0.0346,0.0524,0.0742,0,0.0351,3,3,0,1,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Besar,BESAR_S10,Besar Reef Site 10,Johor,Sunda Shelf,1,47.8802,44.1120,1,3.7682,3.7682,52.0881,-5.0331,2.5703,18.9372,12.8591,8.0591,9.6942,10.0862,3.1939,1.6777,0.8095,0.9086,0.0365,60.1906,0.0144,0.097,0.0332,0,0.0258,3,3,0,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Besar,BESAR_S10,Besar Reef Site 10,Johor,Sunda Shelf,1,42.3809,47.8802,1,-5.4993,-5.4993,51.8378,-10.8564,2.5795,19.7093,14.3239,9.7336,11.2729,8.4411,2.716,1.2247,0.6465,0.8065,0.0584,36.0501,0.0516,0.073,0.0552,0,0.0323,3,3,0,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Besar,BESAR_S10,Besar Reef Site 10,Johor,Sunda Shelf,1,46.77,42.3809,1,4.3891,4.3891,52.9643,-7.5763,2.7726,17.9442,14.9406,8.5694,9.0032,7.6564,2.2897,1.5629,0.7925,0.8755,0.0436,36.2498,0.0352,0.0489,0.0496,0,0.0354,3,3,1,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Besar,BESAR_S10,Besar Reef Site 10,Johor,Sunda Shelf,1,42.0244,46.7700,1,-4.7456,-4.7456,52.6804,-10.8062,1.4811,21.2865,13.9023,11.7931,9.5126,8.793,3.853,2.3335,0.8018,0.5753,0.0723,39.21,0.0053,0.1107,0.0909,0,0.0379,3,3,0,0,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2021,Besar,BESAR_S10,Besar Reef Site 10,Johor,Sunda Shelf,1,46.8465,42.0244,1,4.8221,4.8221,51.7237,-7.1799,2.6925,18.6277,13.5854,9.0192,9.2287,7.4889,2.8286,2.1697,0.8229,0.9742,0.0356,38.9816,0.0149,0.1047,0.076,0,0.0387,3,3,1,0,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Besar,BESAR_S10,Besar Reef Site 10,Johor,Sunda Shelf,1,43.4332,46.8465,1,-3.4133,-3.4133,51.6032,-9.3989,1.6672,21.2171,13.0576,9.793,10.8319,8.5132,2.4868,1.8692,0.8804,1.0322,0.0604,45.3977,0.0459,0.0764,0.0597,0,0.0411,3,3,0,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Besar,BESAR_S10,Besar Reef Site 10,Johor,Sunda Shelf,1,41.9864,43.4332,1,-1.4468,-1.4468,51.9329,-11.4969,1.5703,16.5773,18.3328,11.7575,9.7757,9.0324,2.2238,3.3134,0.9598,1.1303,0.0718,31.0841,0.0349,0.0596,0.0615,0,0.0488,3,3,1,0,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Besar,BESAR_S10,Besar Reef Site 10,Johor,Sunda Shelf,1,45.2647,41.9864,1,3.2783,3.2783,52.8270,-8.2227,2.5802,20.9935,11.9153,9.1094,10.1368,7.911,2.3834,2.0694,0.7089,0.6916,0.0786,39.1858,0.0668,0.0844,0.0825,0,0.0405,3,3,0,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2012,Bidong & Yu,BIDONG_YU_S01,Bidong & Yu Reef Site 01,Terengganu,Sunda Shelf,1,51.4344,,,,,51.9699,-0.1766,3.1491,21.6924,4.7705,5.7536,13.1999,3.0868,33.1155,5.8249,0.6628,0.1283,0.0496,2.8873,1.5629,1.7489,0.4964,1,1.6068,1,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Bidong & Yu,BIDONG_YU_S01,Bidong & Yu Reef Site 01,Terengganu,Sunda Shelf,1,54.1521,51.4344,1,2.7177,2.7177,51.5112,3.7868,3.6618,23.1495,3.1742,9.1393,6.7231,4.5099,14.9937,8.2277,1.1061,0.0579,0.0719,2.3277,1.5971,1.2592,0.5228,1,2.5155,2,3,0,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2014,Bidong & Yu,BIDONG_YU_S01,Bidong & Yu Reef Site 01,Terengganu,Sunda Shelf,1,55.8851,54.1521,1,1.7330,1.7330,52.0935,3.4252,3.4874,21.1732,3.5762,9.9366,5.9415,3.9089,27.5357,5.8466,0.7711,0.0645,0.0737,1.9791,1.3796,1.3501,0.5318,1,1.399,2,3,0,0,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2015,Bidong & Yu,BIDONG_YU_S01,Bidong & Yu Reef Site 01,Terengganu,Sunda Shelf,1,53.0714,55.8851,1,-2.8137,-2.8137,51.7327,1.7404,2.9712,22.2555,3.1956,12.7058,5.8004,3.5597,23.4778,6.3109,0.9132,0.1136,0.081,1.8449,1.4471,1.4331,0.7031,1,1.7336,1,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2016,Bidong & Yu,BIDONG_YU_S01,Bidong & Yu Reef Site 01,Terengganu,Sunda Shelf,1,52.439,53.0714,1,-0.6324,-0.6324,51.9367,1.9780,2.7585,20.1423,2.7262,13.8102,8.1238,3.4191,23.5401,5.1297,0.668,0.0903,0.1166,1.5768,1.6382,1.0895,0.7113,1,1.8939,3,3,0,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Bidong & Yu,BIDONG_YU_S01,Bidong & Yu Reef Site 01,Terengganu,Sunda Shelf,1,52.0976,52.4390,1,-0.3414,-0.3414,52.0881,1.3127,4.0543,20.6257,3.2305,11.3401,8.6519,3.2352,22.0399,5.2962,0.9469,0.0537,0.0599,2.0206,1.3158,1.3685,0.4576,1,1.5979,1,2,0,1,1,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Bidong & Yu,BIDONG_YU_S01,Bidong & Yu Reef Site 01,Terengganu,Sunda Shelf,1,53.6491,52.0976,1,1.5515,1.5515,51.8378,4.0827,2.8341,21.9222,4.3659,9.4723,7.7565,2.7843,24.9152,5.9696,0.736,0.1097,0.0465,2.7622,1.8122,1.987,0.5004,1,1.1704,1,3,0,0,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Bidong & Yu,BIDONG_YU_S01,Bidong & Yu Reef Site 01,Terengganu,Sunda Shelf,1,56.1557,53.6491,1,2.5066,2.5066,52.9643,3.4065,2.2208,21.0529,3.7546,8.0244,8.7916,2.9914,36.7808,6.6244,0.9404,0.0608,0.0583,1.7825,1.6446,1.1959,0.3953,1,2.0706,2,3,0,1,1,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Bidong & Yu,BIDONG_YU_S01,Bidong & Yu Reef Site 01,Terengganu,Sunda Shelf,1,58.0951,56.1557,1,1.9394,1.9394,52.6804,4.9872,2.4456,20.9348,4.0647,7.7788,6.681,4.1539,23.6387,5.2671,0.8259,0.1002,0.08,2.4413,1.2349,1.7482,0.6042,1,1.836,3,3,1,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2021,Bidong & Yu,BIDONG_YU_S01,Bidong & Yu Reef Site 01,Terengganu,Sunda Shelf,1,52.7301,58.0951,1,-5.3650,-5.3650,51.7237,4.3890,2.3192,22.9624,4.0016,10.039,7.9477,3.0199,35.0246,6.0389,0.8289,0.064,0.0593,2.1889,1.3586,1.4854,0.5664,1,1.6584,2,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Bidong & Yu,BIDONG_YU_S01,Bidong & Yu Reef Site 01,Terengganu,Sunda Shelf,1,54.3162,52.7301,1,1.5861,1.5861,51.6032,2.8861,3.1609,20.6655,3.7422,9.8817,8.2335,2.6765,21.6442,5.1355,0.9818,0.075,0.0846,1.6097,1.3906,1.317,0.5156,1,2.6246,2,3,0,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Bidong & Yu,BIDONG_YU_S01,Bidong & Yu Reef Site 01,Terengganu,Sunda Shelf,1,56.6035,54.3162,1,2.2873,2.2873,51.9329,3.6648,3.4266,19.5666,4.4058,9.4443,6.5532,4.2859,18.0862,5.3027,0.783,0.0711,0.0595,2.0491,1.6622,1.6309,0.5167,1,1.9129,2,3,0,1,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Bidong & Yu,BIDONG_YU_S01,Bidong & Yu Reef Site 01,Terengganu,Sunda Shelf,1,55.8895,56.6035,1,-0.7140,-0.7140,52.8270,3.4144,2.3516,20.5975,3.8389,8.6738,8.6486,3.748,23.6206,6.958,0.9518,0.069,0.0768,1.5607,1.5103,1.022,0.59,1,2.3052,3,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Bidong & Yu,BIDONG_YU_S01,Bidong & Yu Reef Site 01,Terengganu,Sunda Shelf,1,53.2317,55.8895,1,-2.6578,-2.6578,51.8995,2.5534,2.5693,21.4307,3.3943,11.1963,8.1777,2.8388,22.996,5.0309,0.8533,0.0873,0.062,2.0841,1.4916,1.3693,0.5521,1,1.8191,2,3,1,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2012,Bidong & Yu,BIDONG_YU_S02,Bidong & Yu Reef Site 02,Terengganu,Sunda Shelf,1,50.5505,,,,,51.9699,-0.1766,3.5201,23.5822,4.0329,7.2758,11.0384,4.9333,18.2095,2.5831,1.5361,0.2277,0.0766,4.3102,1.6123,2.2475,0.903,1,1.8264,2,3,0,0,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Bidong & Yu,BIDONG_YU_S02,Bidong & Yu Reef Site 02,Terengganu,Sunda Shelf,1,54.6412,50.5505,1,4.0907,4.0907,51.5112,3.7868,3.5253,25.0036,2.6356,8.6172,5.5771,4.9641,12.5794,4.0728,2.2936,0.1005,0.1141,3.0892,1.8007,1.5635,1.0371,1,2.4845,2,3,0,1,1,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2014,Bidong & Yu,BIDONG_YU_S02,Bidong & Yu Reef Site 02,Terengganu,Sunda Shelf,1,54.3199,54.6412,1,-0.3213,-0.3213,52.0935,3.4252,2.6661,22.8985,3.1123,11.8175,5.1856,5.0397,17.9918,3.5333,2.1138,0.0897,0.0946,3.6844,1.5572,1.7974,0.9108,1,1.7592,2,3,0,1,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2015,Bidong & Yu,BIDONG_YU_S02,Bidong & Yu Reef Site 02,Terengganu,Sunda Shelf,1,51.4781,54.3199,1,-2.8418,-2.8418,51.7327,1.7404,2.1899,24.3832,2.7432,14.0183,5.1871,3.8932,14.6522,2.9952,1.8109,0.1565,0.1026,3.4094,1.9754,1.1519,0.9524,1,2.2827,2,3,0,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Bidong & Yu,BIDONG_YU_S02,Bidong & Yu Reef Site 02,Terengganu,Sunda Shelf,1,49.8584,51.4781,2,-1.6197,-0.8098,52.0881,1.3127,3.043,25.0612,2.5109,11.9879,7.5386,4.7724,13.7152,3.1681,2.3367,0.059,0.105,2.8653,1.6293,1.6105,0.8571,1,1.9038,2,3,0,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Bidong & Yu,BIDONG_YU_S02,Bidong & Yu Reef Site 02,Terengganu,Sunda Shelf,1,53.9792,49.8584,1,4.1208,4.1208,51.8378,4.0827,2.4152,21.6316,3.5869,11.4403,6.9468,3.8385,12.131,3.2928,1.6161,0.1409,0.0694,4.2949,1.7691,1.9845,0.7408,1,1.1171,2,3,0,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Bidong & Yu,BIDONG_YU_S02,Bidong & Yu Reef Site 02,Terengganu,Sunda Shelf,1,56.2131,53.9792,1,2.2339,2.2339,52.9643,3.4065,2.1186,21.9296,3.4622,7.8238,8.4528,4.2429,16.8085,3.6716,2.2866,0.0868,0.0955,2.8305,1.3861,1.7924,0.6913,1,1.6935,2,3,0,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Bidong & Yu,BIDONG_YU_S02,Bidong & Yu Reef Site 02,Terengganu,Sunda Shelf,1,55.0034,56.2131,1,-1.2097,-1.2097,52.6804,4.9872,2.3562,24.7711,2.9629,9.099,5.8074,5.4396,12.9641,3.4026,2.1235,0.1447,0.1061,2.887,1.493,1.7531,1.0712,1,2.0692,3,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2021,Bidong & Yu,BIDONG_YU_S02,Bidong & Yu Reef Site 02,Terengganu,Sunda Shelf,1,55.6863,55.0034,1,0.6829,0.6829,51.7237,4.3890,2.337,23.8894,3.8603,8.6625,5.5645,5.5073,17.0822,3.1572,2.1729,0.0968,0.1047,3.438,1.6041,2.0764,0.9232,1,1.6302,2,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Bidong & Yu,BIDONG_YU_S02,Bidong & Yu Reef Site 02,Terengganu,Sunda Shelf,1,53.1772,55.6863,2,-2.5091,-1.2546,51.9329,3.6648,3.0163,24.3204,3.3812,11.0168,5.0882,4.935,10.1759,2.8213,2.1352,0.1058,0.0948,3.1012,1.5002,1.7348,0.9739,1,1.8855,2,3,1,1,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Bidong & Yu,BIDONG_YU_S02,Bidong & Yu Reef Site 02,Terengganu,Sunda Shelf,1,56.515,53.1772,1,3.3378,3.3378,52.8270,3.4144,2.3887,23.9749,2.924,8.5521,5.6453,4.3941,16.7979,3.1974,2.2165,0.1121,0.1173,2.6956,1.6134,1.3386,0.6745,1,2.4756,3,3,0,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Bidong & Yu,BIDONG_YU_S02,Bidong & Yu Reef Site 02,Terengganu,Sunda Shelf,1,55.0037,56.5150,1,-1.5113,-1.5113,51.8995,2.5534,2.0771,23.8031,3.0664,10.8527,5.1969,5.3891,16.0558,2.6798,1.5361,0.1126,0.0896,3.4938,1.4588,2.1176,1.0503,1,1.8983,2,3,0,0,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2012,Bidong & Yu,BIDONG_YU_S03,Bidong & Yu Reef Site 03,Terengganu,Sunda Shelf,1,53.0823,,,,,51.9699,-0.1766,1.7725,24.4807,2.5102,4.762,13.3922,4.274,32.8409,3.5111,1.169,0.1364,0.0841,3.8142,2.4189,2.2617,1.1854,1,2.1217,1,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
