site_id,site_name,island,state,ecoregion,latitude,longitude,marine_park,synthetic_site
MALIANGIN_S02,Maliangin Reef Site 02,Maliangin,Sabah,North Borneo,7.072519,117.053921,Tun Mustapha Park,1
MALIANGIN_S03,Maliangin Reef Site 03,Maliangin,Sabah,North Borneo,7.069074,117.057961,Tun Mustapha Park,1
MALIANGIN_S04,Maliangin Reef Site 04,Maliangin,Sabah,North Borneo,7.063884,117.059143,Tun Mustapha Park,1
MALIANGIN_S05,Maliangin Reef Site 05,Maliangin,Sabah,North Borneo,7.05831,117.056772,Tun Mustapha Park,1
MALIANGIN_S06,Maliangin Reef Site 06,Maliangin,Sabah,North Borneo,7.054717,117.049355,Tun Mustapha Park,1
MALIANGIN_S07,Maliangin Reef Site 07,Maliangin,Sabah,North Borneo,7.056954,117.040955,Tun Mustapha Park,1
MALIANGIN_S08,Maliangin Reef Site 08,Maliangin,Sabah,North Borneo,7.060795,117.036656,Tun Mustapha Park,1
MALIANGIN_S09,Maliangin Reef Site 09,Maliangin,Sabah,North Borneo,7.072459,117.035228,Tun Mustapha Park,1
MALIANGIN_S10,Maliangin Reef Site 10,Maliangin,Sabah,North Borneo,7.079436,117.038653,Tun Mustapha Park,1
MANTANANI_S01,Mantanani Reef Site 01,Mantanani,Sabah,North Borneo,6.722447,116.350182,Mantanani Islands,1
MANTANANI_S02,Mantanani Reef Site 02,Mantanani,Sabah,North Borneo,6.722753,116.353539,Mantanani Islands,1
MANTANANI_S03,Mantanani Reef Site 03,Mantanani,Sabah,North Borneo,6.719092,116.35795,Mantanani Islands,1
MANTANANI_S04,Mantanani Reef Site 04,Mantanani,Sabah,North Borneo,6.714325,116.359262,Mantanani Islands,1
MANTANANI_S05,Mantanani Reef Site 05,Mantanani,Sabah,North Borneo,6.708633,116.357155,Mantanani Islands,1
MANTANANI_S06,Mantanani Reef Site 06,Mantanani,Sabah,North Borneo,6.704707,116.349592,Mantanani Islands,1
MANTANANI_S07,Mantanani Reef Site 07,Mantanani,Sabah,North Borneo,6.705675,116.342599,Mantanani Islands,1
MANTANANI_S08,Mantanani Reef Site 08,Mantanani,Sabah,North Borneo,6.713462,116.335768,Mantanani Islands,1
MANTANANI_S09,Mantanani Reef Site 09,Mantanani,Sabah,North Borneo,6.72146,116.334883,Mantanani Islands,1
MANTANANI_S10,Mantanani Reef Site 10,Mantanani,Sabah,North Borneo,6.730361,116.339812,Mantanani Islands,1
MATAKING_S01,Mataking Reef Site 01,Mataking,Sabah,North Borneo,4.585742,118.950305,Non-Park Reef (Semporna),1
MATAKING_S02,Mataking Reef Site 02,Mataking,Sabah,North Borneo,4.5854,118.954468,Non-Park Reef (Semporna),1
MATAKING_S03,Mataking Reef Site 03,Mataking,Sabah,North Borneo,4.582366,118.957929,Non-Park Reef (Semporna),1
MATAKING_S04,Mataking Reef Site 04,Mataking,Sabah,North Borneo,4.578101,118.959338,Non-Park Reef (Semporna),1
MATAKING_S05,Mataking Reef Site 05,Mataking,Sabah,North Borneo,4.570942,118.955808,Non-Park Reef (Semporna),1
MATAKING_S06,Mataking Reef Site 06,Mataking,Sabah,North Borneo,4.568053,118.948867,Non-Park Reef (Semporna),1
MATAKING_S07,Mataking Reef Site 07,Mataking,Sabah,North Borneo,4.568606,118.943215,Non-Park Reef (Semporna),1
MATAKING_S08,Mataking Reef Site 08,Mataking,Sabah,North Borneo,4.57497,118.936357,Non-Park Reef (Semporna),1
MATAKING_S09,Mataking Reef Site 09,Mataking,Sabah,North Borneo,4.583917,118.934696,Non-Park Reef (Semporna),1
MATAKING_S10,Mataking Reef Site 10,Mataking,Sabah,North Borneo,4.592667,118.938626,Non-Park Reef (Semporna),1
MATAKING_POM_POM_S01,Mataking & Pom Pom Reef Site 01,Mataking & Pom Pom,Sabah,North Borneo,4.595748,118.880135,Non-Park Reef (Semporna),1
MATAKING_POM_POM_S02,Mataking & Pom Pom Reef Site 02,Mataking & Pom Pom,Sabah,North Borneo,4.595474,118.884377,Non-Park Reef (Semporna),1
MATAKING_POM_POM_S03,Mataking & Pom Pom Reef Site 03,Mataking & Pom Pom,Sabah,North Borneo,4.5924,118.887919,Non-Park Reef (Semporna),1
MATAKING_POM_POM_S04,Mataking & Pom Pom Reef Site 04,Mataking & Pom Pom,Sabah,North Borneo,4.587494,118.889193,Non-Park Reef (Semporna),1
MATAKING_POM_POM_S05,Mataking & Pom Pom Reef Site 05,Mataking & Pom Pom,Sabah,North Borneo,4.581843,118.887024,Non-Park Reef (Semporna),1
MATAKING_POM_POM_S06,Mataking & Pom Pom Reef Site 06,Mataking & Pom Pom,Sabah,North Borneo,4.578014,118.879428,Non-Park Reef (Semporna),1
MATAKING_POM_POM_S07,Mataking & Pom Pom Reef Site 07,Mataking & Pom Pom,Sabah,North Borneo,4.579219,118.872272,Non-Park Reef (Semporna),1
MATAKING_POM_POM_S08,Mataking & Pom Pom Reef Site 08,Mataking & Pom Pom,Sabah,North Borneo,4.58641,118.865906,Non-Park Reef (Semporna),1
MATAKING_POM_POM_S09,Mataking & Pom Pom Reef Site 09,Mataking & Pom Pom,Sabah,North Borneo,4.595517,118.865201,Non-Park Reef (Semporna),1
MATAKING_POM_POM_S10,Mataking & Pom Pom Reef Site 10,Mataking & Pom Pom,Sabah,North Borneo,4.602856,118.868841,Non-Park Reef (Semporna),1
MENSIRIP_S01,Mensirip Reef Site 01,Mensirip,Johor,Sunda Shelf,2.455709,103.949317,Mersing Marine Park,1
MENSIRIP_S02,Mensirip Reef Site 02,Mensirip,Johor,Sunda Shelf,2.455862,103.953829,Mersing Marine Park,1
MENSIRIP_S03,Mensirip Reef Site 03,Mensirip,Johor,Sunda Shelf,2.452532,103.957859,Mersing Marine Park,1
MENSIRIP_S04,Mensirip Reef Site 04,Mensirip,Johor,Sunda Shelf,2.446882,103.958982,Mersing Marine Park,1
MENSIRIP_S05,Mensirip Reef Site 05,Mensirip,Johor,Sunda Shelf,2.440725,103.955439,Mersing Marine Park,1
MENSIRIP_S06,Mensirip Reef Site 06,Mensirip,Johor,Sunda Shelf,2.438,103.950099,Mersing Marine Park,1
MENSIRIP_S07,Mensirip Reef Site 07,Mensirip,Johor,Sunda Shelf,2.439683,103.941678,Mersing Marine Park,1
MENSIRIP_S08,Mensirip Reef Site 08,Mensirip,Johor,Sunda Shelf,2.445868,103.936089,Mersing Marine Park,1
MENSIRIP_S09,Mensirip Reef Site 09,Mensirip,Johor,Sunda Shelf,2.454477,103.934886,Mersing Marine Park,1
MENSIRIP_S10,Mensirip Reef Site 10,Mensirip,Johor,Sunda Shelf,2.464538,103.941181,Mersing Marine Park,1
MERTANG_S01,Mertang Reef Site 01,Mertang,Johor,Sunda Shelf,2.465742,103.979697,Mersing Marine Park,1
MERTANG_S02,Mertang Reef Site 02,Mertang,Johor,Sunda Shelf,2.465378,103.984485,Mersing Marine Park,1
MERTANG_S03,Mertang Reef Site 03,Mertang,Johor,Sunda Shelf,2.463423,103.987513,Mersing Marine Park,1
MERTANG_S04,Mertang Reef Site 04,Mertang,Johor,Sunda Shelf,2.456606,103.988881,Mersing Marine Park,1
MERTANG_S05,Mertang Reef Site 05,Mertang,Johor,Sunda Shelf,2.450963,103.985827,Mersing Marine Park,1
MERTANG_S06,Mertang Reef Site 06,Mertang,Johor,Sunda Shelf,2.448031,103.97914,Mersing Marine Park,1
MERTANG_S07,Mertang Reef Site 07,Mertang,Johor,Sunda Shelf,2.449968,103.971336,Mersing Marine Park,1
MERTANG_S08,Mertang Reef Site 08,Mertang,Johor,Sunda Shelf,2.455629,103.966162,Mersing Marine Park,1
MERTANG_S09,Mertang Reef Site 09,Mertang,Johor,Sunda Shelf,2.463625,103.964659,Mersing Marine Park,1
MERTANG_S10,Mertang Reef Site 10,Mertang,Johor,Sunda Shelf,2.473059,103.969106,Mersing Marine Park,1
MIRI_S01,Miri Reef Site 01,Miri,Sarawak,Sunda Shelf,4.389034,113.966264,Miri-Sibuti Coral Reefs National Park,1
MIRI_S02,Miri Reef Site 02,Miri,Sarawak,Sunda Shelf,4.388471,113.971432,Miri-Sibuti Coral Reefs National Park,1
MIRI_S03,Miri Reef Site 03,Miri,Sarawak,Sunda Shelf,4.385058,113.974784,Miri-Sibuti Coral Reefs National Park,1
MIRI_S04,Miri Reef Site 04,Miri,Sarawak,Sunda Shelf,4.380963,113.975935,Miri-Sibuti Coral Reefs National Park,1
MIRI_S05,Miri Reef Site 05,Miri,Sarawak,Sunda Shelf,4.375228,113.97382,Miri-Sibuti Coral Reefs National Park,1
MIRI_S06,Miri Reef Site 06,Miri,Sarawak,Sunda Shelf,4.371317,113.967347,Miri-Sibuti Coral Reefs National Park,1
MIRI_S07,Miri Reef Site 07,Miri,Sarawak,Sunda Shelf,4.372397,113.959149,Miri-Sibuti Coral Reefs National Park,1
MIRI_S08,Miri Reef Site 08,Miri,Sarawak,Sunda Shelf,4.377417,113.953408,Miri-Sibuti Coral Reefs National Park,1
MIRI_S09,Miri Reef Site 09,Miri,Sarawak,Sunda Shelf,4.388455,113.951774,Miri-Sibuti Coral Reefs National Park,1
MIRI_S10,Miri Reef Site 10,Miri,Sarawak,Sunda Shelf,4.396738,113.956257,Miri-Sibuti Coral Reefs National Park,1
NORTHERN_SEMPORNA_S01,Northern Semporna Reef Site 01,Northern Semporna,Sabah,North Borneo,4.639046,118.750225,Semporna Archipelago,1
NORTHERN_SEMPORNA_S02,Northern Semporna Reef Site 02,Northern Semporna,Sabah,North Borneo,4.639066,118.753982,Semporna Archipelago,1
NORTHERN_SEMPORNA_S03,Northern Semporna Reef Site 03,Northern Semporna,Sabah,North Borneo,4.63596,118.757835,Semporna Archipelago,1
NORTHERN_SEMPORNA_S04,Northern Semporna Reef Site 04,Northern Semporna,Sabah,North Borneo,4.631383,118.759335,Semporna Archipelago,1
NORTHERN_SEMPORNA_S05,Northern Semporna Reef Site 05,Northern Semporna,Sabah,North Borneo,4.624355,118.755982,Semporna Archipelago,1
NORTHERN_SEMPORNA_S06,Northern Semporna Reef Site 06,Northern Semporna,Sabah,North Borneo,4.621358,118.751179,Semporna Archipelago,1
NORTHERN_SEMPORNA_S07,Northern Semporna Reef Site 07,Northern Semporna,Sabah,North Borneo,4.622313,118.74257,Semporna Archipelago,1
NORTHERN_SEMPORNA_S08,Northern Semporna Reef Site 08,Northern Semporna,Sabah,North Borneo,4.627939,118.736483,Semporna Archipelago,1
NORTHERN_SEMPORNA_S09,Northern Semporna Reef Site 09,Northern Semporna,Sabah,North Borneo,4.636506,118.734529,Semporna Archipelago,1
NORTHERN_SEMPORNA_S10,Northern Semporna Reef Site 10,Northern Semporna,Sabah,North Borneo,4.647195,118.740174,Semporna Archipelago,1
PANGKOR_LAUT_S01,Pangkor Laut Reef Site 01,Pangkor Laut,Perak,Malacca Strait,4.202945,100.547446,Non-Park Reef (Perak),1
PANGKOR_LAUT_S02,Pangkor Laut Reef Site 02,Pangkor Laut,Perak,Malacca Strait,4.202341,100.551964,Non-Park Reef (Perak),1
PANGKOR_LAUT_S03,Pangkor Laut Reef Site 03,Pangkor Laut,Perak,Malacca Strait,4.200133,100.554932,Non-Park Reef (Perak),1
PANGKOR_LAUT_S04,Pangkor Laut Reef Site 04,Pangkor Laut,Perak,Malacca Strait,4.193924,100.556141,Non-Park Reef (Perak),1
PANGKOR_LAUT_S05,Pangkor Laut Reef Site 05,Pangkor Laut,Perak,Malacca Strait,4.188178,100.553061,Non-Park Reef (Perak),1
PANGKOR_LAUT_S06,Pangkor Laut Reef Site 06,Pangkor Laut,Perak,Malacca Strait,4.185277,100.545837,Non-Park Reef (Perak),1
PANGKOR_LAUT_S07,Pangkor Laut Reef Site 07,Pangkor Laut,Perak,Malacca Strait,4.186019,100.540071,Non-Park Reef (Perak),1
PANGKOR_LAUT_S08,Pangkor Laut Reef Site 08,Pangkor Laut,Perak,Malacca Strait,4.192718,100.533373,Non-Park Reef (Perak),1
PANGKOR_LAUT_S09,Pangkor Laut Reef Site 09,Pangkor Laut,Perak,Malacca Strait,4.202167,100.532213,Non-Park Reef (Perak),1
PANGKOR_LAUT_S10,Pangkor Laut Reef Site 10,Pangkor Laut,Perak,Malacca Strait,4.210427,100.536493,Non-Park Reef (Perak),1
PAYAR_S01,Payar Reef Site 01,Payar,Kedah,Malacca Strait,6.069629,100.04219,Pulau Payar Marine Park,1
PAYAR_S02,Payar Reef Site 02,Payar,Kedah,Malacca Strait,6.069898,100.045329,Pulau Payar Marine Park,1
PAYAR_S03,Payar Reef Site 03,Payar,Kedah,Malacca Strait,6.066906,100.049426,Pulau Payar Marine Park,1
PAYAR_S04,Payar Reef Site 04,Payar,Kedah,Malacca Strait,6.061329,100.050897,Pulau Payar Marine Park,1
PAYAR_S05,Payar Reef Site 05,Payar,Kedah,Malacca Strait,6.055635,100.048612,Pulau Payar Marine Park,1
PAYAR_S06,Payar Reef Site 06,Payar,Kedah,Malacca Strait,6.051903,100.041955,Pulau Payar Marine Park,1
PAYAR_S07,Payar Reef Site 07,Payar,Kedah,Malacca Strait,6.054087,100.032747,Pulau Payar Marine Park,1
PAYAR_S08,Payar Reef Site 08,Payar,Kedah,Malacca Strait,6.060802,100.027455,Pulau Payar Marine Park,1
PAYAR_S09,Payar Reef Site 09,Payar,Kedah,Malacca Strait,6.070521,100.027329,Pulau Payar Marine Park,1
PAYAR_S10,Payar Reef Site 10,Payar,Kedah,Malacca Strait,6.077411,100.031324,Pulau Payar Marine Park,1
PEMANGGIL_S01,Pemanggil Reef Site 01,Pemanggil,Johor,Sunda Shelf,2.589049,104.316584,Mersing Marine Park,1
PEMANGGIL_S02,Pemanggil Reef Site 02,Pemanggil,Johor,Sunda Shelf,2.589348,104.320228,Mersing Marine Park,1
PEMANGGIL_S03,Pemanggil Reef Site 03,Pemanggil,Johor,Sunda Shelf,2.585618,104.324626,Mersing Marine Park,1
PEMANGGIL_S04,Pemanggil Reef Site 04,Pemanggil,Johor,Sunda Shelf,2.580304,104.325724,Mersing Marine Park,1
PEMANGGIL_S05,Pemanggil Reef Site 05,Pemanggil,Johor,Sunda Shelf,2.573926,104.321967,Mersing Marine Park,1
PEMANGGIL_S06,Pemanggil Reef Site 06,Pemanggil,Johor,Sunda Shelf,2.5713,104.316623,Mersing Marine Park,1
PEMANGGIL_S07,Pemanggil Reef Site 07,Pemanggil,Johor,Sunda Shelf,2.57272,104.308715,Mersing Marine Park,1
PEMANGGIL_S08,Pemanggil Reef Site 08,Pemanggil,Johor,Sunda Shelf,2.577615,104.303347,Mersing Marine Park,1
PEMANGGIL_S09,Pemanggil Reef Site 09,Pemanggil,Johor,Sunda Shelf,2.587344,104.301463,Mersing Marine Park,1
PEMANGGIL_S10,Pemanggil Reef Site 10,Pemanggil,Johor,Sunda Shelf,2.597766,104.307761,Mersing Marine Park,1
PENYU_S01,Penyu Reef Site 01,Penyu,Sabah,North Borneo,6.172415,118.067334,Turtle Islands National Park,1
PENYU_S02,Penyu Reef Site 02,Penyu,Sabah,North Borneo,6.172672,118.070373,Turtle Islands National Park,1
PENYU_S03,Penyu Reef Site 03,Penyu,Sabah,North Borneo,6.169964,118.074321,Turtle Islands National Park,1
PENYU_S04,Penyu Reef Site 04,Penyu,Sabah,North Borneo,6.164382,118.075966,Turtle Islands National Park,1
PENYU_S05,Penyu Reef Site 05,Penyu,Sabah,North Borneo,6.157404,118.072131,Turtle Islands National Park,1
PENYU_S06,Penyu Reef Site 06,Penyu,Sabah,North Borneo,6.154712,118.067242,Turtle Islands National Park,1
PENYU_S07,Penyu Reef Site 07,Penyu,Sabah,North Borneo,6.156417,118.058296,Turtle Islands National Park,1
PENYU_S08,Penyu Reef Site 08,Penyu,Sabah,North Borneo,6.162419,118.052766,Turtle Islands National Park,1
PENYU_S09,Penyu Reef Site 09,Penyu,Sabah,North Borneo,6.169917,118.051192,Turtle Islands National Park,1
PENYU_S10,Penyu Reef Site 10,Penyu,Sabah,North Borneo,6.18022,118.056334,Turtle Islands National Park,1
PERHENTIAN_S01,Perhentian Reef Site 01,Perhentian,Terengganu,Sunda Shelf,5.905728,102.732793,Terengganu Marine Park,1
PERHENTIAN_S02,Perhentian Reef Site 02,Perhentian,Terengganu,Sunda Shelf,5.905508,102.737643,Terengganu Marine Park,1
PERHENTIAN_S03,Perhentian Reef Site 03,Perhentian,Terengganu,Sunda Shelf,5.902902,102.741064,Terengganu Marine Park,1
PERHENTIAN_S04,Perhentian Reef Site 04,Perhentian,Terengganu,Sunda Shelf,5.897472,102.742506,Terengganu Marine Park,1
PERHENTIAN_S05,Perhentian Reef Site 05,Perhentian,Terengganu,Sunda Shelf,5.891501,102.739918,Terengganu Marine Park,1
PERHENTIAN_S06,Perhentian Reef Site 06,Perhentian,Terengganu,Sunda Shelf,5.888085,102.731865,Terengganu Marine Park,1
PERHENTIAN_S07,Perhentian Reef Site 07,Perhentian,Terengganu,Sunda Shelf,5.888791,102.726197,Terengganu Marine Park,1
PERHENTIAN_S08,Perhentian Reef Site 08,Perhentian,Terengganu,Sunda Shelf,5.895929,102.719309,Terengganu Marine Park,1
PERHENTIAN_S09,Perhentian Reef Site 09,Perhentian,Terengganu,Sunda Shelf,5.904398,102.718096,Terengganu Marine Park,1
PERHENTIAN_S10,Perhentian Reef Site 10,Perhentian,Terengganu,Sunda Shelf,5.91459,102.724527,Terengganu Marine Park,1
POM_POM_S01,Pom Pom Reef Site 01,Pom Pom,Sabah,North Borneo,4.60575,118.866724,Non-Park Reef (Semporna),1
POM_POM_S02,Pom Pom Reef Site 02,Pom Pom,Sabah,North Borneo,4.605876,118.870517,Non-Park Reef (Semporna),1
POM_POM_S03,Pom Pom Reef Site 03,Pom Pom,Sabah,North Borneo,4.603037,118.874396,Non-Park Reef (Semporna),1
POM_POM_S04,Pom Pom Reef Site 04,Pom Pom,Sabah,North Borneo,4.5978,118.875972,Non-Park Reef (Semporna),1
POM_POM_S05,Pom Pom Reef Site 05,Pom Pom,Sabah,North Borneo,4.590612,118.871954,Non-Park Reef (Semporna),1
POM_POM_S06,Pom Pom Reef Site 06,Pom Pom,Sabah,North Borneo,4.588023,118.867448,Non-Park Reef (Semporna),1
POM_POM_S07,Pom Pom Reef Site 07,Pom Pom,Sabah,North Borneo,4.588524,118.860055,Non-Park Reef (Semporna),1
POM_POM_S08,Pom Pom Reef Site 08,Pom Pom,Sabah,North Borneo,4.594996,118.853047,Non-Park Reef (Semporna),1
POM_POM_S09,Pom Pom Reef Site 09,Pom Pom,Sabah,North Borneo,4.603493,118.851293,Non-Park Reef (Semporna),1
POM_POM_S10,Pom Pom Reef Site 10,Pom Pom,Sabah,North Borneo,4.613761,118.856686,Non-Park Reef (Semporna),1
PORT_DICKSON_S01,Port Dickson Reef Site 01,Port Dickson,Negeri Sembilan,Malacca Strait,2.489028,101.849497,Non-Park Fringing Reef,1
PORT_DICKSON_S02,Port Dickson Reef Site 02,Port Dickson,Negeri Sembilan,Malacca Strait,2.489044,101.854005,Non-Park Fringing Reef,1
PORT_DICKSON_S03,Port Dickson Reef Site 03,Port Dickson,Negeri Sembilan,Malacca Strait,2.486291,101.857696,Non-Park Fringing Reef,1
PORT_DICKSON_S04,Port Dickson Reef Site 04,Port Dickson,Negeri Sembilan,Malacca Strait,2.480468,101.859077,Non-Park Fringing Reef,1
PORT_DICKSON_S05,Port Dickson Reef Site 05,Port Dickson,Negeri Sembilan,Malacca Strait,2.474222,101.855763,Non-Park Fringing Reef,1
PORT_DICKSON_S06,Port Dickson Reef Site 06,Port Dickson,Negeri Sembilan,Malacca Strait,2.47138,101.851381,Non-Park Fringing Reef,1
PORT_DICKSON_S07,Port Dickson Reef Site 07,Port Dickson,Negeri Sembilan,Malacca Strait,2.471797,101.843418,Non-Park Fringing Reef,1
PORT_DICKSON_S08,Port Dickson Reef Site 08,Port Dickson,Negeri Sembilan,Malacca Strait,2.478919,101.836165,Non-Park Fringing Reef,1
PORT_DICKSON_S09,Port Dickson Reef Site 09,Port Dickson,Negeri Sembilan,Malacca Strait,2.486605,101.834586,Non-Park Fringing Reef,1
PORT_DICKSON_S10,Port Dickson Reef Site 10,Port Dickson,Negeri Sembilan,Malacca Strait,2.497756,101.841046,Non-Park Fringing Reef,1
RAWA_S01,Rawa Reef Site 01,Rawa,Johor,Sunda Shelf,2.52432,103.975284,Mersing Marine Park,1
RAWA_S02,Rawa Reef Site 02,Rawa,Johor,Sunda Shelf,2.524613,103.978287,Mersing Marine Park,1
RAWA_S03,Rawa Reef Site 03,Rawa,Johor,Sunda Shelf,2.521344,103.982488,Mersing Marine Park,1
RAWA_S04,Rawa Reef Site 04,Rawa,Johor,Sunda Shelf,2.516512,103.983977,Mersing Marine Park,1
RAWA_S05,Rawa Reef Site 05,Rawa,Johor,Sunda Shelf,2.509593,103.980574,Mersing Marine Park,1
RAWA_S06,Rawa Reef Site 06,Rawa,Johor,Sunda Shelf,2.506613,103.974138,Mersing Marine Park,1
RAWA_S07,Rawa Reef Site 07,Rawa,Johor,Sunda Shelf,2.508284,103.966377,Mersing Marine Park,1
RAWA_S08,Rawa Reef Site 08,Rawa,Johor,Sunda Shelf,2.515128,103.960608,Mersing Marine Park,1
RAWA_S09,Rawa Reef Site 09,Rawa,Johor,Sunda Shelf,2.522578,103.959446,Mersing Marine Park,1
RAWA_S10,Rawa Reef Site 10,Rawa,Johor,Sunda Shelf,2.531285,103.963371,Mersing Marine Park,1
REDANG_S01,Redang Reef Site 01,Redang,Terengganu,Sunda Shelf,5.772449,103.016784,Terengganu Marine Park,1
REDANG_S02,Redang Reef Site 02,Redang,Terengganu,Sunda Shelf,5.772726,103.02028,Terengganu Marine Park,1
REDANG_S03,Redang Reef Site 03,Redang,Terengganu,Sunda Shelf,5.769307,103.024567,Terengganu Marine Park,1
REDANG_S04,Redang Reef Site 04,Redang,Terengganu,Sunda Shelf,5.763158,103.02556,Terengganu Marine Park,1
REDANG_S05,Redang Reef Site 05,Redang,Terengganu,Sunda Shelf,5.757756,103.022695,Terengganu Marine Park,1
REDANG_S06,Redang Reef Site 06,Redang,Terengganu,Sunda Shelf,5.754771,103.018006,Terengganu Marine Park,1
REDANG_S07,Redang Reef Site 07,Redang,Terengganu,Sunda Shelf,5.756844,103.0078,Terengganu Marine Park,1
REDANG_S08,Redang Reef Site 08,Redang,Terengganu,Sunda Shelf,5.762416,103.002777,Terengganu Marine Park,1
REDANG_S09,Redang Reef Site 09,Redang,Terengganu,Sunda Shelf,5.770995,103.00147,Terengganu Marine Park,1
REDANG_S10,Redang Reef Site 10,Redang,Terengganu,Sunda Shelf,5.780491,103.006709,Terengganu Marine Park,1
RHU_S01,Rhu Reef Site 01,Rhu,Terengganu,Sunda Shelf,5.822428,102.617205,Terengganu Marine Park,1
RHU_S02,Rhu Reef Site 02,Rhu,Terengganu,Sunda Shelf,5.822546,102.62057,Terengganu Marine Park,1
RHU_S03,Rhu Reef Site 03,Rhu,Terengganu,Sunda Shelf,5.819859,102.624361,Terengganu Marine Park,1
RHU_S04,Rhu Reef Site 04,Rhu,Terengganu,Sunda Shelf,5.814825,102.626061,Terengganu Marine Park,1
RHU_S05,Rhu Reef Site 05,Rhu,Terengganu,Sunda Shelf,5.807521,102.622325,Terengganu Marine Park,1
RHU_S06,Rhu Reef Site 06,Rhu,Terengganu,Sunda Shelf,5.804758,102.617883,Terengganu Marine Park,1
RHU_S07,Rhu Reef Site 07,Rhu,Terengganu,Sunda Shelf,5.805804,102.609122,Terengganu Marine Park,1
RHU_S08,Rhu Reef Site 08,Rhu,Terengganu,Sunda Shelf,5.813006,102.602606,Terengganu Marine Park,1
RHU_S09,Rhu Reef Site 09,Rhu,Terengganu,Sunda Shelf,5.822844,102.602123,Terengganu Marine Park,1
RHU_S10,Rhu Reef Site 10,Rhu,Terengganu,Sunda Shelf,5.830467,102.606674,Terengganu Marine Park,1
SEMBILAN_S01,Sembilan Reef Site 01,Sembilan,Perak,Malacca Strait,4.022426,100.550528,Pulau Sembilan State Park,1
SEMBILAN_S02,Sembilan Reef Site 02,Sembilan,Perak,Malacca Strait,4.022778,100.55348,Pulau Sembilan State Park,1
SEMBILAN_S03,Sembilan Reef Site 03,Sembilan,Perak,Malacca Strait,4.018359,100.558101,Pulau Sembilan State Park,1
SEMBILAN_S04,Sembilan Reef Site 04,Sembilan,Perak,Malacca Strait,4.014193,100.559186,Pulau Sembilan State Park,1
SEMBILAN_S05,Sembilan Reef Site 05,Sembilan,Perak,Malacca Strait,4.007374,100.555359,Pulau Sembilan State Park,1
SEMBILAN_S06,Sembilan Reef Site 06,Sembilan,Perak,Malacca Strait,4.004704,100.550308,Pulau Sembilan State Park,1
SEMBILAN_S07,Sembilan Reef Site 07,Sembilan,Perak,Malacca Strait,4.006449,100.541584,Pulau Sembilan State Park,1
SEMBILAN_S08,Sembilan Reef Site 08,Sembilan,Perak,Malacca Strait,4.013072,100.535927,Pulau Sembilan State Park,1
SEMBILAN_S09,Sembilan Reef Site 09,Sembilan,Perak,Malacca Strait,4.021377,100.534923,Pulau Sembilan State Park,1
SEMBILAN_S10,Sembilan Reef Site 10,Sembilan,Perak,Malacca Strait,4.03049,100.540034,Pulau Sembilan State Park,1
SEMPORNA_S01,Semporna Reef Site 01,Semporna,Sabah,North Borneo,4.485747,118.609809,Semporna Archipelago,1
SEMPORNA_S02,Semporna Reef Site 02,Semporna,Sabah,North Borneo,4.485793,118.613941,Semporna Archipelago,1
SEMPORNA_S03,Semporna Reef Site 03,Semporna,Sabah,North Borneo,4.483172,118.617639,Semporna Archipelago,1
SEMPORNA_S04,Semporna Reef Site 04,Semporna,Sabah,North Borneo,4.477654,118.619234,Semporna Archipelago,1
SEMPORNA_S05,Semporna Reef Site 05,Semporna,Sabah,North Borneo,4.471018,118.615925,Semporna Archipelago,1
SEMPORNA_S06,Semporna Reef Site 06,Semporna,Sabah,North Borneo,4.468057,118.611174,Semporna Archipelago,1
SEMPORNA_S07,Semporna Reef Site 07,Semporna,Sabah,North Borneo,4.46936,118.602079,Semporna Archipelago,1
SEMPORNA_S08,Semporna Reef Site 08,Semporna,Sabah,North Borneo,4.475461,118.596187,Semporna Archipelago,1
SEMPORNA_S09,Semporna Reef Site 09,Semporna,Sabah,North Borneo,4.485794,118.59531,Semporna Archipelago,1
SEMPORNA_S10,Semporna Reef Site 10,Semporna,Sabah,North Borneo,4.493287,118.599363,Semporna Archipelago,1
SERI_BUAT_S01,Seri Buat Reef Site 01,Seri Buat,Pahang,Sunda Shelf,2.68905,104.133335,Tioman Marine Park Buffer,1
SERI_BUAT_S02,Seri Buat Reef Site 02,Seri Buat,Pahang,Sunda Shelf,2.689391,104.136753,Tioman Marine Park Buffer,1
SERI_BUAT_S03,Seri Buat Reef Site 03,Seri Buat,Pahang,Sunda Shelf,2.686663,104.140842,Tioman Marine Park Buffer,1
SERI_BUAT_S04,Seri Buat Reef Site 04,Seri Buat,Pahang,Sunda Shelf,2.679871,104.142169,Tioman Marine Park Buffer,1
SERI_BUAT_S05,Seri Buat Reef Site 05,Seri Buat,Pahang,Sunda Shelf,2.67503,104.140175,Tioman Marine Park Buffer,1
SERI_BUAT_S06,Seri Buat Reef Site 06,Seri Buat,Pahang,Sunda Shelf,2.671353,104.132174,Tioman Marine Park Buffer,1
SERI_BUAT_S07,Seri Buat Reef Site 07,Seri Buat,Pahang,Sunda Shelf,2.672147,104.126139,Tioman Marine Park Buffer,1
SERI_BUAT_S08,Seri Buat Reef Site 08,Seri Buat,Pahang,Sunda Shelf,2.679804,104.119212,Tioman Marine Park Buffer,1
SERI_BUAT_S09,Seri Buat Reef Site 09,Seri Buat,Pahang,Sunda Shelf,2.687013,104.117977,Tioman Marine Park Buffer,1
